customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0374-QWSBM,Male,0,Yes,No,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.98,1338.04,Yes
1621-QNHOG,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),77.68,185.37,No
2069-LBMSV,Male,0,No,No,22,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,89.85,2054.88,No
5288-WRRJC,Female,0,Yes,No,53,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,No,Electronic check,67.35,3213.44,No
4606-RXSYZ,Male,0,Yes,Yes,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),92.17,2245.11,No
3458-FDPXO,Female,1,Yes,No,13,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,65.23,835.4,No
0520-OKRKP,Male,0,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,71.82,4224.49,No
2773-CQNRD,Male,0,No,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.27,1496.7,No
1583-EZABC,Female,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.81,727.54,No
4145-ZHALY,Female,0,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,76.13,3368.43,No
1840-NKLBM,Female,1,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,102.72,6279.03,Yes
1165-ZLKUP,Male,1,No,Yes,32,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,64.19,2012.35,Yes
1729-IKBHW,Female,0,No,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),109.52,3736.24,Yes
2755-VYWJM,Female,0,No,No,27,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,82.44,2193.06,No
4645-CVARC,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.93,154.19,Yes
3802-ETUAW,Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,88.09,1354.03,No
1897-WHSNC,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),90.57,1524.34,Yes
3671-FKPGN,Male,0,No,Yes,7,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.36,406.31,No
5127-SWOJD,Female,0,Yes,Yes,54,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.6,4200.58,No
0217-SUMKS,Male,0,Yes,No,19,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,66.17,1276.51,Yes
4922-ZCFAZ,Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.47,1631.12,Yes
2819-QLVYT,Female,0,Yes,No,60,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),66.18,3639.33,No
1598-OAFLA,Male,0,Yes,No,22,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),69.55,1402.71,No
1070-HAXGH,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.13,2099.82,No
3557-FDGXN,Female,1,No,No,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,90.5,2695.02,Yes
3935-EUUOO,Male,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),31.72,1906.25,No
0456-IFJFZ,Female,0,No,No,17,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),78.24,1274.43,Yes
2074-ZIXFT,Female,1,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.98,1760.8,No
4218-ZUQSC,Female,0,No,No,32,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,77.21,2504.46,Yes
3998-WYCKN,Female,1,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),78.24,454.65,Yes
3906-GTHBN,Male,1,Yes,Yes,13,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),82.5,1136.78,No
0958-OWMHZ,Female,1,Yes,No,56,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Mailed check,76.63,4004.49,No
4300-AQCHI,Female,0,No,Yes,9,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),101.52,904.42,No
1773-VANXJ,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.74,249.19,No
2658-WQGWI,Male,0,No,Yes,14,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,69.12,990.03,Yes
4572-BDYWK,Female,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,72.17,220.73,No
3858-EQODV,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.31,108.96,Yes
4772-OOPVF,Male,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.14,1175.99,No
4445-DTAGI,Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,99.15,59.49,No
1320-ODQFQ,Female,1,Yes,No,52,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),77.79,3775.66,No
4374-QNOAA,Male,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),86.55,1674.02,No
4356-LABYK,Male,1,Yes,No,63,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),83.22,5157.4,No
4359-VQFTL,Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,86.0,654.49,No
4778-GVVBD,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.37,873.01,No
3859-TZTZG,Female,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.99,101.27,Yes
4745-HYCEW,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.21,940.25,Yes
4530-JUPNN,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.36,627.35,Yes
1887-SRLCL,Female,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,79.9,4684.47,No
4953-RBJVK,Female,0,Yes,No,31,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Electronic check,69.95,2000.91,Yes
0468-YSOYL,Male,1,No,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.51,2271.08,Yes
3787-KCSPU,Female,0,No,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,33.3,1214.6,No
2748-YAOYF,Male,0,No,No,65,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,92.58,5598.77,No
1768-DJPEO,Male,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.72,604.23,Yes
2835-XOTOK,Female,0,No,Yes,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,96.26,4021.18,No
0082-OPSHF,Male,0,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.15,398.51,Yes
5157-QSVYB,Male,0,Yes,No,14,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,70.73,951.67,No
2644-BTEIA,Male,0,Yes,Yes,26,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.46,2068.75,No
3001-MVMHB,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.14,2611.08,No
5026-ITBCL,Female,1,No,Yes,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,75.11,2461.78,No
3907-MTAWS,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.93,750.39,No
4841-WUGCH,Female,0,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.79,900.85,No
0664-URKRB,Female,1,Yes,No,38,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),93.78,3379.94,Yes
0682-GURXT,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,95.57,398.86,No
2916-IYZJR,Female,0,Yes,No,4,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,49.61,143.93,No
4943-MMCVO,Female,0,No,No,62,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,74.12,4646.17,Yes
2369-LLBCN,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,31.22,677.76,No
0751-VUTAH,Female,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.15,297.66,No
1098-AGJJS,Male,0,No,No,12,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,84.54,983.19,Yes
1252-GRSBB,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,102.24,416.1,Yes
2313-STTHC,Female,0,Yes,No,38,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Electronic check,70.12,2500.42,No
2791-MVZBJ,Male,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),92.89,2015.94,Yes
2136-SBMKP,Female,0,No,No,11,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),52.28,595.71,Yes
1118-GSRKX,Male,0,No,Yes,18,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),75.25,1250.16,No
2947-VHNHV,Male,1,No,No,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),57.17,1347.47,No
0883-GQBXK,Male,0,No,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,52.34,1079.45,Yes
3720-OANTW,Female,1,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.54,153.13,No
3170-GEEIW,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,81.02,778.43,Yes
5202-AANYK,Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),91.35,1744.0,No
3673-LLKBZ,Male,0,Yes,No,49,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,89.61,4386.68,No
4660-BRIIX,Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),86.16,2966.74,No
3259-OWEDM,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,86.86,2103.29,Yes
4077-IJEZT,Male,0,Yes,No,38,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.15,2977.13,Yes
3129-EIGOV,Female,0,No,No,0,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,65.37,,No
3541-RLFNH,Female,0,No,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,73.59,982.13,Yes
1200-NKONQ,Female,1,No,No,22,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.84,2148.1,Yes
4413-YGOFI,Female,0,No,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,92.58,5955.09,Yes
0151-POJIL,Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,98.76,1377.25,Yes
1545-TPZXJ,Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.26,558.14,No
1296-PKBNL,Female,0,No,Yes,1,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),64.02,67.33,Yes
4490-AFGLO,Female,0,Yes,No,30,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.37,2144.86,No
1559-YKEZZ,Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),85.75,5500.84,No
0194-WCIQS,Female,0,Yes,Yes,50,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,72.7,3646.7,No
1899-IBUXQ,Male,0,No,Yes,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,81.54,604.45,Yes
1802-WMDLB,Male,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),84.53,1559.56,Yes
2129-GYNWM,Female,0,No,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,102.03,1567.94,Yes
3417-BQCMD,Female,0,No,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),86.98,1267.82,Yes
1868-MRBWW,Male,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.79,191.68,Yes
2636-IKBHM,Male,1,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.49,288.18,Yes
3378-NAGWD,Female,0,Yes,No,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),74.36,4469.35,No
4052-LBPUX,Female,0,Yes,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),75.98,1806.34,No
2637-XTLNA,Male,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.01,538.67,Yes
4741-BLXSD,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.8,1544.46,No
2993-FNINR,Male,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,28.23,1192.75,No
0772-TOYDI,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.22,291.33,Yes
4313-GWEPV,Female,0,No,Yes,52,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,77.24,3767.38,No
4140-SFMMF,Male,0,No,No,34,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),85.66,2622.95,No
3890-LRPLZ,Male,1,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),82.14,2788.54,No
3186-DXRFN,Male,0,No,Yes,20,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),58.86,1101.62,No
0674-OEETU,Female,0,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,87.63,1407.22,No
1957-AGYWI,Male,0,No,Yes,22,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,95.06,1949.81,Yes
4377-LEOLR,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),79.22,2279.6,No
1336-YMYTB,Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,91.18,5437.24,No
0698-FIOJE,Female,1,No,No,7,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,92.44,665.33,Yes
5051-KQVTR,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,79.94,4953.11,No
2160-WFTFC,Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,92.7,2565.26,No
1761-NZSTW,Female,0,No,Yes,46,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.18,4413.62,No
1644-NZLIB,Male,0,No,No,33,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,83.25,2480.22,No
4944-WQTTE,Male,0,No,No,66,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,73.69,4471.74,No
2116-IROLZ,Male,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),33.43,,No
4902-DNEDY,Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),100.44,3960.59,Yes
1488-XGCRY,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),103.21,3961.55,No
1617-DHKSO,Female,0,Yes,Yes,9,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.65,442.4,No
0762-HSKGC,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,102.21,2189.5,Yes
3741-PEOMC,Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.76,373.18,No
4049-HLVNW,Male,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,104.7,5727.56,No
1842-DZBXO,Male,0,Yes,Yes,62,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),91.56,5154.22,No
2215-SSYND,Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,87.2,153.52,No
4737-UYLUQ,Male,1,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.66,336.38,No
3700-QTANU,Male,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.69,2099.37,No
3253-UEHIN,Female,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.78,1799.51,No
1536-LFJIJ,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.26,99.81,No
3850-EKARP,Male,0,No,No,18,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),77.12,1298.56,No
2384-PKQXN,Male,1,Yes,No,51,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,76.94,3583.3,No
4171-YIBWM,Female,0,No,Yes,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),99.38,2721.86,Yes
4331-AHBDI,Male,0,No,No,53,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,90.71,4619.78,No
2288-WYCQP,Female,0,No,No,8,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,95.55,689.04,No
2542-EOYWQ,Female,0,No,No,6,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,81.65,577.9,Yes
2764-AENVB,Male,0,No,Yes,13,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.15,296.06,Yes
2012-QWDSF,Female,1,No,No,18,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,82.81,1416.26,No
4884-MUZVP,Female,0,Yes,No,68,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),76.78,5167.68,No
4026-OPENR,Female,0,Yes,No,13,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.76,994.77,No
0328-NBTZS,Male,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.01,607.48,No
2063-DEEDO,Male,1,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,31.01,1976.83,Yes
2321-TMLTR,Female,1,No,Yes,31,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,73.58,2316.48,Yes
4105-CTHFG,Male,0,No,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.16,1523.68,No
2295-DWDWR,Male,1,Yes,Yes,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.86,1167.88,No
4336-SKIYL,Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),93.55,4234.47,No
2530-GUOKF,Male,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,25.17,353.47,Yes
0900-XYGMK,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.89,46.6,No
4090-GXTJE,Female,1,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,72.47,159.17,Yes
3537-AHYAI,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),91.52,4928.17,No
2045-PFKKB,Female,0,No,No,8,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),68.72,537.43,No
4893-MYZXZ,Male,0,Yes,No,50,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),80.29,3658.61,No
1923-WMNAV,Male,0,No,Yes,71,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,97.14,6490.55,No
4187-TQVSP,Female,1,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.03,177.3,No
1408-ALKDU,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.62,1219.32,Yes
3837-KOXSH,Male,0,No,No,34,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),91.64,2938.94,No
5052-HQZNW,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),82.18,3349.48,No
2267-VCXZM,Male,0,No,No,0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,80.94,,Yes
1400-KRMFH,Male,0,Yes,Yes,1,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,70.93,123.62,No
0408-DHLXH,Female,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,86.6,1374.73,Yes
0138-VCLOC,Male,0,No,No,55,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,83.32,4492.14,No
1494-PXGJN,Female,0,No,Yes,31,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),72.3,2285.32,Yes
3222-YUUHV,Male,1,Yes,No,52,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,51.67,2647.46,No
2701-OWZVT,Female,0,Yes,Yes,21,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),55.32,1194.19,No
5286-ISWXZ,Male,1,No,No,28,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),68.81,1841.09,No
4921-WQVWQ,Female,0,No,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,100.38,6113.74,No
3586-KSKXS,Female,0,Yes,No,23,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),75.11,1736.05,No
1068-KCIKK,Female,0,Yes,No,3,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,70.7,155.67,Yes
1711-WGDJQ,Male,0,No,Yes,33,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,85.63,2808.17,Yes
3944-RREBG,Male,0,No,No,26,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,77.01,1816.64,No
